timestamp,total_pnl,realized_pnl,unrealized_pnl,cash,nav,F,iv_atm
2025-12-15 00:23:25+00:00,-69.4432160501696,0.0,-69.4432160501696,-38630.221459681736,-38699.6646757319,88900.0,0.44818566916466934
2025-12-15 00:46:45+00:00,-47.38671688162073,0.0,-47.38671688162073,-38630.221459681736,-38677.60817656336,88746.25,0.4466018367558888
2025-12-15 01:10:05+00:00,49.88947045640771,0.0,49.88947045640771,-38630.221459681736,-38580.33198922533,88970.0,0.43884058952443555
2025-12-15 01:33:25+00:00,80.64939995453096,0.0,80.64939995453096,-38630.221459681736,-38549.5720597272,89297.5,0.4361105392031755
2025-12-15 01:56:15+00:00,58.1620082711795,0.0,58.1620082711795,-38630.221459681736,-38572.059451410554,89711.25,0.43714013167959
2025-12-15 02:18:25+00:00,76.49406208599441,0.0,76.49406208599441,-38630.221459681736,-38553.72739759574,90382.5,0.43364186920820547
2025-12-15 02:41:35+00:00,82.06484252432858,0.0,82.06484252432858,-43218.98885853443,-43136.9240160101,89928.75,0.4328695982610681
2025-12-15 03:06:55+00:00,91.287084211727,0.0,91.287084211727,-43218.98885853443,-43127.701774322704,89715.0,0.43194150013674987
2025-12-15 03:32:05+00:00,118.5458776194643,0.0,118.5458776194643,-43218.98885853443,-43100.442980914966,89725.0,0.4298939621074294
2025-12-15 03:58:10+00:00,107.67827864164616,0.0,107.67827864164616,-43218.98885853443,-43111.310579892786,89702.5,0.4307977244751471
2025-12-15 04:25:05+00:00,133.0360070714563,0.0,133.0360070714563,-43218.98885853443,-43085.95285146297,89755.0,0.4289711649056727
2025-12-15 04:50:45+00:00,132.97389168493203,0.0,132.97389168493203,-43218.98885853443,-43086.0149668495,90081.25,0.4294304300820079
2025-12-15 05:15:35+00:00,150.67916397854628,0.0,150.67916397854628,-43218.98885853443,-43068.30969455589,90071.25,0.4281116479013049
2025-12-15 05:44:55+00:00,132.4517626058954,0.0,132.4517626058954,-43218.98885853443,-43086.537095928536,89940.0,0.42951576235094563
2025-12-15 06:15:05+00:00,112.56909769673518,0.0,112.56909769673518,-43218.98885853443,-43106.41976083769,89898.75,0.4311312001514387
2025-12-15 06:47:15+00:00,177.63963874861497,0.0,177.63963874861497,-43218.98885853443,-43041.349219785814,90033.75,0.4262555637130352
2025-12-15 07:12:15+00:00,176.21550264835298,0.0,176.21550264835298,-43218.98885853443,-43042.77335588608,89937.5,0.4263513444849062
2025-12-15 07:39:15+00:00,157.75697416061553,0.0,157.75697416061553,-43218.98885853443,-43061.23188437382,89992.5,0.42794868608525904
2025-12-15 08:05:05+00:00,184.98632462977048,0.0,184.98632462977048,-43218.98885853443,-43034.00253390466,90142.5,0.4260116888068194
2025-12-15 08:29:45+00:00,179.87744813152347,0.0,179.87744813152347,-43218.98885853443,-43039.111410402904,90272.5,0.42655730538401804
2025-12-15 08:57:00+00:00,182.00291491818007,0.0,182.00291491818007,-43218.98885853443,-43036.98594361625,90230.0,0.4264611551161167
2025-12-15 09:25:15+00:00,212.328311511371,0.0,212.328311511371,-43218.98885853443,-43006.66054702306,90340.0,0.42420271018982525
2025-12-15 09:53:05+00:00,205.3596709575446,0.0,205.3596709575446,-43218.98885853443,-43013.62918757689,90372.5,0.4248453115646659
2025-12-15 10:20:45+00:00,184.98632462433534,0.0,184.98632462433534,-43218.98885853443,-43034.0025339101,90142.5,0.426448652617452
